id,fecha,hora,estado,estado_de_venta,cliente,dpi,combo_o_single,departamento,municipio,codigo_tv,codigo_velocidad,codigo_tel,equipo_adicional,direccion_instalacion,codigo_combo_o_single,costo_instalacion,motivo_de_rechazo,codigo_pago,numero_servicio,premium_adicionales,numero_anexo,cancelado,no_ot,plan,orden,msisdn,cancelada
1503234,2021-09-07 10:57:29.0,10:57,created,PENDIENTE,"ABU SALIM ",1788988560101,single,,,,,,,,,,,,,,,,,,1503234,,No
1503244,2021-09-07 12:45:15.0,12:45,created,PENDIENTE,"JUAN JOSE MANGE REYES ",1788988560101,single,,,,,,,,,,,,,,,,,,1503244,,No
1503272,2021-09-07 12:06:28.0,12:06,address,PENDIENTE,"ABU SALIM ",1584641920101,single,,,,,,,BOULEVARD 17,,,,,,,,,,,1503272,,No
1503274,2021-09-07 12:08:18.0,12:08,customerInfo,PENDIENTE,"JUSTO LEONEL GARCIA MARROQUIN ",1584641920101,single,GUATEMALA,,,,,,BOULEVARD 178,,,,,,,,,,,1503274,,No
1503280,2021-09-07 12:35:14.0,12:35,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503280,,No
1503283,2021-09-07 12:58:49.0,12:58,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503283,,No
1503284,2021-09-07 13:05:37.0,13:05,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503284,,No
1503291,2021-09-07 18:03:23.0,18:03,ASISTIDA,PENDIENTE,"ERIN  JEANETTE RYAN JOYCE ",2358294550301,combo,GUATEMALA,,857,,,,3 CALLE 3-44 ZONA 1 GUATEMALA,HH-HFC-642,200,,,706326,,,,,HH-HFC-642,1503291,33124536,No
1503291,2021-09-07 18:03:23.0,18:03,ASISTIDA,PENDIENTE,"ERIN  JEANETTE RYAN JOYCE ",2358294550301,combo,GUATEMALA,,915,,,,3 CALLE 3-44 ZONA 1 GUATEMALA,HH-HFC-642,200,,,706326,,,,,HH-HFC-642,1503291,33124536,No
1503294,2021-09-08 10:56:20.0,10:56,created,PENDIENTE,"ABU SALIM ",1932067490101,single,,,,,,,,,,,,,,,,,,1503294,,No
1503299,2021-09-08 11:31:03.0,11:31,created,PENDIENTE,"ABU SALIM ",1932067490101,single,,,,,,,,,,,,,,,,,,1503299,,No
1503302,2021-09-08 11:46:13.0,11:46,created,PENDIENTE,"ABU SALIM ",1788988560101,single,,,,,,,,,,,,,,,,,,1503302,,No
1503319,2021-09-08 15:30:19.0,15:30,created,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",1788988560101,single,,,,,,,,,,,,,,,,,,1503319,,No
1503140,2021-09-01 04:12:50.0,04:12,RECHAZADA,RECHAZADA,"JUAN JOSE MANGE REYES ",1788988560101,combo,,,449,,,,,HH-HFC-M62,0,NO LOGS,,,17-Detalle de llamadas-380-HBO Max HD 2M,65906322,,,HH-HFC-M62,1503140,50214449758,Si
1503140,2021-09-01 04:12:50.0,04:12,RECHAZADA,RECHAZADA,"JUAN JOSE MANGE REYES ",1788988560101,combo,,,416,,,,,HH-HFC-M62,0,NO LOGS,,,17-Detalle de llamadas-380-HBO Max HD 2M,65906322,,,HH-HFC-M62,1503140,50214449758,Si
1503149,2021-09-02 03:59:01.0,03:59,currentAccount,PENDIENTE,"JUAN JOSE MANGE REYES ",1788988560101,single,,,,,,,,,,,,,,65906322,,,,1503149,50214449758,No
1503157,2021-09-02 10:11:36.0,10:11,created,PENDIENTE,"ABU SALIM ",1788988560101,single,,,,,,,,,,,,,,,,,,1503157,,No
1503166,2021-09-02 07:45:02.0,07:45,RECHAZADA,RECHAZADA,"MARKO ANTONIO HERRERA GONZALEZ ",7472339889,combo,,,55,,,,,,,NO LOGS,,,600-Contenido exclusivo hbomax-600-Contenido exclusivo hbomax,57846451,,,,1503166,50214209843,Si
1503166,2021-09-02 07:45:02.0,07:45,RECHAZADA,RECHAZADA,"MARKO ANTONIO HERRERA GONZALEZ ",7472339889,combo,,,60,,,,,,,NO LOGS,,,600-Contenido exclusivo hbomax-600-Contenido exclusivo hbomax,57846451,,,,1503166,50214209843,Si
1503177,2021-09-02 18:56:35.0,18:56,created,PENDIENTE,"ABU SALIM ",2198410550101,single,,,,,,,,,,,,,,,,,,1503177,,No
1503179,2021-09-02 12:57:13.0,12:57,RECHAZADA,RECHAZADA,"MARKO ANTONIO HERRERA GONZALEZ ",7472339889,combo,,,55,,,,,,,NO LOGS,,,600-Contenido exclusivo hbomax-600-Contenido exclusivo hbomax,57846451,,,,1503179,50214209843,Si
1503179,2021-09-02 12:57:13.0,12:57,RECHAZADA,RECHAZADA,"MARKO ANTONIO HERRERA GONZALEZ ",7472339889,combo,,,60,,,,,,,NO LOGS,,,600-Contenido exclusivo hbomax-600-Contenido exclusivo hbomax,57846451,,,,1503179,50214209843,Si
1503185,2021-09-02 20:48:21.0,20:48,created,PENDIENTE,"RAVI KIRAN ",2198410550101,single,,,,,,,,,,,,,,,,,,1503185,,No
1503192,2021-09-02 15:22:53.0,15:22,RECHAZADA,RECHAZADA,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550103,combo,GUATEMALA,,416,,,,BOULEVARD QWERTY,HH-HFC-861,200,NO LOGS,1234,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV,,,,HH-HFC-861,1503192,,Si
1503192,2021-09-02 15:22:53.0,15:22,RECHAZADA,RECHAZADA,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550103,combo,GUATEMALA,,451,,,,BOULEVARD QWERTY,HH-HFC-861,200,NO LOGS,1234,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV,,,,HH-HFC-861,1503192,,Si
1503197,2021-09-03 00:15:37.0,00:15,address,PENDIENTE,"ASJASHJA AKSJAS ",3001594710101,single,,,,,,,BOULEVARD 10 10-22 SAN FERNANDO,,,,,,,,,,,1503197,,No
1503217,2021-09-03 07:01:22.0,07:01,address,PENDIENTE,"ABU SALIM ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503217,,No
1503225,2021-09-06 10:26:26.0,10:26,ERRORDOCUMENTO,PENDIENTE,"CRISTIAN GUSTAVO XUM CASTRO ",2226100180301,combo,GUATEMALA,,201,,,,BOULEVARD 1,HH-HFC-L02,200,,123456896879,T63560,17-Detalle de llamadas-380-HBO Max HD 2M,,,,HH-HFC-L02,1503225,,No
1503225,2021-09-06 10:26:26.0,10:26,ERRORDOCUMENTO,PENDIENTE,"CRISTIAN GUSTAVO XUM CASTRO ",2226100180301,combo,GUATEMALA,,646,,,,BOULEVARD 1,HH-HFC-L02,200,,123456896879,T63560,17-Detalle de llamadas-380-HBO Max HD 2M,,,,HH-HFC-L02,1503225,,No
1503241,2021-09-07 11:02:02.0,11:02,created,PENDIENTE,"JUAN JOSE MANGE REYES ",1788988560101,single,,,,,,,,,,,,,,,,,,1503241,,No
1503256,2021-09-07 10:41:33.0,10:41,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503256,,No
1503263,2021-09-07 11:15:24.0,11:15,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503263,,No
1503270,2021-09-07 11:55:06.0,11:55,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503270,,No
1503273,2021-09-07 12:06:24.0,12:06,address,PENDIENTE,"ABU SALIM ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503273,,No
1503326,2021-09-08 19:24:08.0,19:24,created,PENDIENTE,"ABU SALIM ",2198410550101,single,,,,,,,,,,,,,,,,,,1503326,,No
1503327,2021-09-08 20:50:42.0,20:50,created,PENDIENTE,"GERMANE RILEY OBRIEN GOMEZ ",FSD003,single,,,,,,,,,,,,,,,,,,1503327,,No
1503328,2021-09-08 15:04:14.0,15:04,address,PENDIENTE,"GERMANE RILEY OBRIEN GOMEZ ",FSD003,single,,,,,,,3 CALLE 3-44 ZONA 1 GUATEMALA,,,,,,,,,,,1503328,,No
1503329,2021-09-09 13:04:07.0,13:04,ERRORDOCUMENTO,PENDIENTE,"GERMANE  RILEY OBRIEN GOMEZ ",2358294550301,combo,GUATEMALA,,106,,,,3 CALLE 3-44 ZONA 1 GUATEMALA,HH-HFC-642,200,Tocar timbre,,706326,900-PAQUETE HBOMAX-901-PAQUETE FOX +,,,,HH-HFC-642,1503329,33124536,No
1503329,2021-09-09 13:04:07.0,13:04,ERRORDOCUMENTO,PENDIENTE,"GERMANE  RILEY OBRIEN GOMEZ ",2358294550301,combo,GUATEMALA,,695,,,,3 CALLE 3-44 ZONA 1 GUATEMALA,HH-HFC-642,200,Tocar timbre,,706326,900-PAQUETE HBOMAX-901-PAQUETE FOX +,,,,HH-HFC-642,1503329,33124536,No
1503330,2021-09-08 16:46:13.0,16:46,ERRORDOCUMENTO,PENDIENTE,"NEIL  COLE ROBBINS WOODARD ",2358294550301,single,GUATEMALA,,106,,,,3 CALLE 3-44 ZONA 1 GUATEMALA,,,Tocar timbre,,706326,,,,,,1503330,33124536,No
1503331,2021-09-09 18:10:26.0,18:10,created,PENDIENTE,"RICARDO PAIZ ",2566695970108,single,,,,,,,,,,,,,,,,,,1503331,,No
1503332,2021-09-09 18:11:00.0,18:11,created,PENDIENTE,"RICARDO ANTONIO PAIZ ",2566695970108,single,,,,,,,,,,,,,,,,,,1503332,,No
1503333,2021-09-09 12:14:09.0,12:14,customerInfo,PENDIENTE,"RICARDO ANTONIO GARCIA PAIZ ",2566695970108,single,GUATEMALA,,,,,,CONDOMINIO SANTUARIA MUXBAL CALLE 2,,,,,,,49092622,,,,1503333,50211872684,No
1503334,2021-09-09 12:12:46.0,12:12,customerInfo,PENDIENTE,"ABU SALIM ",12345,single,,,,,,,BOULEVARD 17,,,,,,,,,,,1503334,,No
1503146,2021-09-02 09:56:37.0,09:56,created,PENDIENTE,"ABU SALIM ",1788988560101,single,,,,,,,,,,,,,,,,,,1503146,,No
1503158,2021-09-02 04:12:09.0,04:12,offer,PENDIENTE,"JUAN JOSE MANGE REYES ",1788988560101,combo,,,416,,,,,HH-HFC-M62,0,,,,17-Detalle de llamadas-380-HBO Max HD 2M,65906322,,,HH-HFC-M62,1503158,50214449758,No
1503158,2021-09-02 04:12:09.0,04:12,offer,PENDIENTE,"JUAN JOSE MANGE REYES ",1788988560101,combo,,,449,,,,,HH-HFC-M62,0,,,,17-Detalle de llamadas-380-HBO Max HD 2M,65906322,,,HH-HFC-M62,1503158,50214449758,No
1503161,2021-09-02 05:56:52.0,05:56,address,PENDIENTE,"ABU SALIM ",1788988560101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503161,,No
1503172,2021-09-02 11:05:11.0,11:05,ASISTIDA,PENDIENTE,"PAKI  BARBARA HEBERT MORALES ",2358294550301,combo,GUATEMALA,,106,,,,3 CALLE 3-44 ZONA 1 GUATEMALA,HH-HFC-642,200,,,706326,,,,,HH-HFC-642,1503172,33124536,No
1503172,2021-09-02 11:05:11.0,11:05,ASISTIDA,PENDIENTE,"PAKI  BARBARA HEBERT MORALES ",2358294550301,combo,GUATEMALA,,916,,,,3 CALLE 3-44 ZONA 1 GUATEMALA,HH-HFC-642,200,,,706326,,,,,HH-HFC-642,1503172,33124536,No
1503173,2021-09-02 11:09:45.0,11:09,geographicLocation,PENDIENTE,"ZENAIDA  HECTOR SUMMERS ANDREWS ",2358294550301,single,GUATEMALA,,,,,,3 CALLE 3-44 ZONA 1 GUATEMALA,,,,,706326,,,,,,1503173,33124536,No
1503174,2021-09-02 11:10:01.0,11:10,geographicLocation,PENDIENTE,"KENNAN  CAIRO WISE GARNER ",2358294550301,single,GUATEMALA,,,,,,3 CALLE 3-44 ZONA 1 GUATEMALA,,,,,706326,,,,,,1503174,33124536,No
1503178,2021-09-02 18:56:40.0,18:56,created,PENDIENTE,"MARKO ANTONIO HERRERA GONZALEZ ",7472339889,single,,,,,,,,,,,,,,,,,,1503178,,No
1503188,2021-09-02 20:58:24.0,20:58,created,PENDIENTE,"CUI GINA MARIA MARTINEZ DIAZ ",2580408660103,single,,,,,,,,,,,,,,,,,,1503188,,No
1503199,2021-09-03 05:27:35.0,05:27,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503199,,No
1503201,2021-09-03 05:50:18.0,05:50,address,PENDIENTE,"ABU SALIM ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503201,,No
1503202,2021-09-03 05:53:09.0,05:53,address,PENDIENTE,"ABU SALIM ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503202,,No
1503203,2021-09-03 05:54:09.0,05:54,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503203,,No
1503207,2021-09-03 06:10:50.0,06:10,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503207,,No
1503211,2021-09-03 06:17:07.0,06:17,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",7472339889,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503211,,No
1503242,2021-09-07 05:02:59.0,05:02,RECHAZADA,RECHAZADA,"JUAN JOSE MANGE REYES ",1788988560101,combo,,,416,,,,,HH-HFC-M62,0,NO LOGS,,,17-Detalle de llamadas-380-HBO Max HD 2M,65906322,,,HH-HFC-M62,1503242,50214449758,Si
1503242,2021-09-07 05:02:59.0,05:02,RECHAZADA,RECHAZADA,"JUAN JOSE MANGE REYES ",1788988560101,combo,,,449,,,,,HH-HFC-M62,0,NO LOGS,,,17-Detalle de llamadas-380-HBO Max HD 2M,65906322,,,HH-HFC-M62,1503242,50214449758,Si
1503259,2021-09-07 10:55:05.0,10:55,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503259,,No
1503260,2021-09-07 11:03:50.0,11:03,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503260,,No
1503269,2021-09-07 11:50:56.0,11:50,address,PENDIENTE,"ABU SALIM ",2198410550101,single,,,,,,,CALLE 17,,,,,,,,,,,1503269,,No
1503282,2021-09-07 12:55:29.0,12:55,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503282,,No
1503286,2021-09-07 13:13:22.0,13:13,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503286,,No
1503287,2021-09-07 19:37:18.0,19:37,created,PENDIENTE,"ABU SALIM ",1584641920101,single,,,,,,,,,,,,,,,,,,1503287,,No
1503293,2021-09-08 10:55:40.0,10:55,created,PENDIENTE,"ABU SALIM ",2580408660101,single,,,,,,,,,,,,,,,,,,1503293,,No
1503296,2021-09-08 05:12:38.0,05:12,RECHAZADA,RECHAZADA,"MARIA DEL ROCIO RUIZ BRIZ ",1932067490101,combo,GUATEMALA,,416,,,,CALLE 15,HH-HFC-861,200,NO LOGS,1,ACAFAG036611,17-Detalle de llamadas-202-Paquete HBO HD OneTV,,,,HH-HFC-861,1503296,,Si
1503296,2021-09-08 05:12:38.0,05:12,RECHAZADA,RECHAZADA,"MARIA DEL ROCIO RUIZ BRIZ ",1932067490101,combo,GUATEMALA,,451,,,,CALLE 15,HH-HFC-861,200,NO LOGS,1,ACAFAG036611,17-Detalle de llamadas-202-Paquete HBO HD OneTV,,,,HH-HFC-861,1503296,,Si
1503142,2021-09-01 05:25:27.0,05:25,RECHAZADA,RECHAZADA,"JUAN JOSE MANGE REYES ",1788988560101,combo,,,449,,,,,HH-HFC-M62,0,NO LOGS,,,17-Detalle de llamadas-380-HBO Max HD 2M,65906322,,,HH-HFC-M62,1503142,50214449758,Si
1503142,2021-09-01 05:25:27.0,05:25,RECHAZADA,RECHAZADA,"JUAN JOSE MANGE REYES ",1788988560101,combo,,,416,,,,,HH-HFC-M62,0,NO LOGS,,,17-Detalle de llamadas-380-HBO Max HD 2M,65906322,,,HH-HFC-M62,1503142,50214449758,Si
1503148,2021-09-02 09:58:49.0,09:58,created,PENDIENTE,"ABU SALIM ",1788988560101,single,,,,,,,,,,,,,,,,,,1503148,,No
1503164,2021-09-02 13:44:10.0,13:44,created,PENDIENTE,"ABU SALIM ",1788988560101,single,,,,,,,,,,,,,,,,,,1503164,,No
1503191,2021-09-02 15:16:19.0,15:16,RECHAZADA,RECHAZADA,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,416,,,,BOULEVARD QWERTY,HH-HFC-861,200,NO LOGS,1234,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV,,,,HH-HFC-861,1503191,,Si
1503191,2021-09-02 15:16:19.0,15:16,RECHAZADA,RECHAZADA,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,451,,,,BOULEVARD QWERTY,HH-HFC-861,200,NO LOGS,1234,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV,,,,HH-HFC-861,1503191,,Si
1503198,2021-09-03 05:13:06.0,05:13,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503198,,No
1503209,2021-09-03 06:13:28.0,06:13,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503209,,No
1503214,2021-09-03 12:41:57.0,12:41,created,PENDIENTE,"ABU SALIM ",1788988560101,single,,,,,,,,,,,,,,,,,,1503214,,No
1503228,2021-09-06 16:18:46.0,16:18,created,PENDIENTE,"JUAN PEDRO ANONIMNA SOCIEDAD ",2198419440101,single,,,,,,,,,,,,,,,,,,1503228,,No
1503232,2021-09-07 06:45:21.0,06:45,created,PENDIENTE,"ABU SALIM ",1788988560101,single,,,,,,,,,,,,,,,,,,1503232,,No
1503233,2021-09-07 00:59:09.0,00:59,RECHAZADA,RECHAZADA,"JUAN JOSE MANGE REYES ",1788988560101,combo,,,416,,,,,HH-HFC-M62,0,NO LOGS,,,17-Detalle de llamadas-380-HBO Max HD 2M,65906322,,,HH-HFC-M62,1503233,50214449758,Si
1503233,2021-09-07 00:59:09.0,00:59,RECHAZADA,RECHAZADA,"JUAN JOSE MANGE REYES ",1788988560101,combo,,,449,,,,,HH-HFC-M62,0,NO LOGS,,,17-Detalle de llamadas-380-HBO Max HD 2M,65906322,,,HH-HFC-M62,1503233,50214449758,Si
1503239,2021-09-07 11:01:06.0,11:01,created,PENDIENTE,"JUAN JOSE MANGE REYES ",1788988560101,single,,,,,,,,,,,,,,,,,,1503239,,No
1503253,2021-09-07 09:35:47.0,09:35,address,PENDIENTE,"JUAN PEDRO ANONIMNA SOCIEDAD ",2198419440101,single,,,,,,,1 AVENIDA 1-11 ZONA 1,,,,,,,,,,,1503253,,No
1503267,2021-09-07 11:35:26.0,11:35,address,PENDIENTE,"ABU SALIM ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503267,,No
1503275,2021-09-07 12:09:15.0,12:09,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503275,,No
1503276,2021-09-07 12:14:50.0,12:14,address,PENDIENTE,"ABU SALIM ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503276,,No
1503277,2021-09-07 12:22:01.0,12:22,address,PENDIENTE,"ABU SALIM ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503277,,No
1503288,2021-09-07 13:40:08.0,13:40,customerInfo,PENDIENTE,"AVIN LEONEL GARCIA SHEKHAR ",1584641920101,single,GUATEMALA,,,,,,CALLE 175,,,,,,,,,,,1503288,,No
1503300,2021-09-08 05:37:46.0,05:37,RECHAZADA,RECHAZADA,"MARIA DEL ROCIO RUIZ BRIZ ",1932067490101,combo,GUATEMALA,,416,,,,CALLE 15,HH-HFC-861,200,NO LOGS,2,0110825191,17-Detalle de llamadas-202-Paquete HBO HD OneTV,,,,HH-HFC-861,1503300,,Si
1503300,2021-09-08 05:37:46.0,05:37,RECHAZADA,RECHAZADA,"MARIA DEL ROCIO RUIZ BRIZ ",1932067490101,combo,GUATEMALA,,451,,,,CALLE 15,HH-HFC-861,200,NO LOGS,2,0110825191,17-Detalle de llamadas-202-Paquete HBO HD OneTV,,,,HH-HFC-861,1503300,,Si
1503307,2021-09-08 07:05:34.0,07:05,serviceAddress,PENDIENTE,"CUI MARIA DEL ROCIO RUIZ BRIZ ",1932067490101,single,GUATEMALA,,,,,,BOULEVARD 17,,,,,0110825191,,,,,,1503307,,No
1503309,2021-09-08 09:41:41.0,09:41,RECHAZADA,RECHAZADA,"MARIA DEL ROCIO RUIZ BRIZ ",1932067490101,combo,GUATEMALA,,416,,,,BOULEVARD 10,HH-HFC-861,200,NO LOGS,2,ACAFAG036611,17-Detalle de llamadas-202-Paquete HBO HD OneTV,,,,HH-HFC-861,1503309,,Si
1503309,2021-09-08 09:41:41.0,09:41,RECHAZADA,RECHAZADA,"MARIA DEL ROCIO RUIZ BRIZ ",1932067490101,combo,GUATEMALA,,451,,,,BOULEVARD 10,HH-HFC-861,200,NO LOGS,2,ACAFAG036611,17-Detalle de llamadas-202-Paquete HBO HD OneTV,,,,HH-HFC-861,1503309,,Si
1503311,2021-09-08 15:13:11.0,15:13,created,PENDIENTE,"VINICIO GABRIEL CALDERON PAZ ",2580408660101,single,,,,,,,,,,,,,,,,,,1503311,,No
1503314,2021-09-08 09:20:30.0,09:20,address,PENDIENTE,"CRISTIAN GUSTAVO CASTRO ",2226100180301,single,,,,,,,BOULEVARD 1,,,,,,,,,,,1503314,,No
1503316,2021-09-08 15:29:09.0,15:29,created,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",1788988560101,single,,,,,,,,,,,,,,,,,,1503316,,No
1503318,2021-09-08 15:30:09.0,15:30,created,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",1788988560101,single,,,,,,,,,,,,,,,,,,1503318,,No
1503321,2021-09-08 09:47:45.0,09:47,contactInfo,PENDIENTE,"JUSTO LEONEL GARCIA MARROQUIN ",1584641920101,single,GUATEMALA,,116,,,,RESIDENCIAL LAS PALMERAS CASA NO 111,HH-HFC-116,0,,,T63560,,,,,HH-HFC-116,1503321,,No
1503139,2021-09-01 10:11:45.0,10:11,created,PENDIENTE,"ABU SALIM ",1788988560101,single,,,,,,,,,,,,,,,,,,1503139,,No
1503145,2021-09-01 10:08:25.0,10:08,RECHAZADA,RECHAZADA,"FINN  RAHIM STAFFORD MCCLAIN ",2358294550301,single,GUATEMALA,,,,,,3 CALLE 3-44 ZONA 1 GUATEMALA,,,NO LOGS,,706326,,,,,,1503145,33124536,Si
1503163,2021-09-02 13:44:00.0,13:44,created,PENDIENTE,"ABU SALIM ",1788988560101,single,,,,,,,,,,,,,,,,,,1503163,,No
1503168,2021-09-02 07:45:48.0,07:45,currentAccount,PENDIENTE,"MARKO ANTONIO HERRERA GONZALEZ ",7472339889,single,,,,,,,,,,,,,,57846451,,,,1503168,50214209843,No
1503175,2021-09-02 11:24:54.0,11:24,ASISTIDA,PENDIENTE,"CHANDA  ZAHIR STEPHENSON PALMER ",2358294550301,combo,GUATEMALA,,857,,,,3 CALLE 3-44 ZONA 1 GUATEMALA,HH-HFC-642,200,,,706326,,,,,HH-HFC-642,1503175,33124536,No
1503175,2021-09-02 11:24:54.0,11:24,ASISTIDA,PENDIENTE,"CHANDA  ZAHIR STEPHENSON PALMER ",2358294550301,combo,GUATEMALA,,915,,,,3 CALLE 3-44 ZONA 1 GUATEMALA,HH-HFC-642,200,,,706326,,,,,HH-HFC-642,1503175,33124536,No
1503176,2021-09-02 12:55:04.0,12:55,RECHAZADA,RECHAZADA,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,416,,,,BOULEVARD QWERTY,HH-HFC-861,200,NO LOGS,1234,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV,,,,HH-HFC-861,1503176,,Si
1503176,2021-09-02 12:55:04.0,12:55,RECHAZADA,RECHAZADA,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,451,,,,BOULEVARD QWERTY,HH-HFC-861,200,NO LOGS,1234,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV,,,,HH-HFC-861,1503176,,Si
1503180,2021-09-02 13:00:28.0,13:00,RECHAZADA,RECHAZADA,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,416,,,,BOULEVARD QWERTY,HH-HFC-861,200,NO LOGS,1234,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV,,,,HH-HFC-861,1503180,,Si
1503180,2021-09-02 13:00:28.0,13:00,RECHAZADA,RECHAZADA,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,451,,,,BOULEVARD QWERTY,HH-HFC-861,200,NO LOGS,1234,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV,,,,HH-HFC-861,1503180,,Si
1503186,2021-09-02 14:51:15.0,14:51,address,PENDIENTE,"ABU SALIM ",C673283,single,,,,,,,CALLE 17,,,,,,,,,,,1503186,,No
1503204,2021-09-03 05:58:58.0,05:58,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503204,,No
1503208,2021-09-03 12:13:04.0,12:13,created,PENDIENTE,"ABU SALIM ",2198410550101,single,,,,,,,,,,,,,,,,,,1503208,,No
1503213,2021-09-03 06:39:47.0,06:39,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503213,,No
1503229,2021-09-06 17:20:06.0,17:20,ERRORDOCUMENTO,PENDIENTE,"CRISTIAN GUSTAVO XUM CASTRO ",2226100180301,combo,GUATEMALA,,106,,,,BOULEVARD 1,HH-HFC-L10,200,,123456896879,T63560,17-Detalle de llamadas-380-HBO Max HD 2M,,,,HH-HFC-L10,1503229,,No
